id,first_name,last_name,full_name,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score
1640,David,Bates,David Bates,69,78,80,60,76,86,96
1641,Stephanie,Green,Stephanie Green,89,90,72,98,96,84,87
1642,Garrett,Nichols,Garrett Nichols,86,99,90,61,66,96,87
1643,Erica,Lopez,Erica Lopez,80,61,89,98,73,90,88
1644,Lisa,Benitez,Lisa Benitez,93,77,85,95,60,99,67
1645,Cheryl,Gutierrez,Cheryl Gutierrez,87,91,86,96,65,77,83
1646,Stephen,Hawkins,Stephen Hawkins,86,88,96,86,87,99,80
1647,Natalie,Williams,Natalie Williams,87,80,97,98,91,64,97
1648,Anthony,Arnold,Anthony Arnold,96,83,97,100,85,92,69
1649,Deanna,Coleman,Deanna Coleman,90,89,70,90,83,82,87
1650,Lisa,Barber,Lisa Barber,89,65,65,91,76,91,92
1651,Stephanie,Miller,Stephanie Miller,98,62,75,72,81,73,93
1652,Amy,White,Amy White,99,100,87,96,93,92,88
1653,Beverly,Chavez,Beverly Chavez,99,65,100,93,91,60,83
1654,Richard,Cortez,Richard Cortez,55,81,72,100,87,85,94
1655,Kevin,Morgan,Kevin Morgan,86,87,64,74,60,89,84
1656,Emily,Hebert,Emily Hebert,89,65,60,70,86,62,74
1657,Lori,Roberts,Lori Roberts,94,97,90,93,85,95,92
1658,Robert,Kirby,Robert Kirby,85,61,100,75,70,89,80
1659,Eric,Ross,Eric Ross,78,70,90,68,90,87,77
1660,Rachael,Perry,Rachael Perry,75,67,64,80,79,77,80
1661,Kenneth,Gallagher,Kenneth Gallagher,82,61,89,88,74,78,72
1662,Thomas,Scott,Thomas Scott,41,53,64,62,79,50,65
1663,Elizabeth,Jones,Elizabeth Jones,44,79,83,50,52,79,96
1664,Matthew,Bartlett,Matthew Bartlett,81,94,61,86,72,97,82
1665,Kendra,Perez,Kendra Perez,77,90,74,65,100,76,80
1666,Daniel,Brewer,Daniel Brewer,97,97,70,94,66,83,66
1667,Cody,Tyler,Cody Tyler,66,83,79,65,57,61,86
1668,Nicholas,Conrad,Nicholas Conrad,91,96,96,90,97,85,98
1669,Emma,Morris,Emma Morris,76,84,95,66,84,74,64
1670,David,Brown,David Brown,97,93,60,90,85,72,83
1671,Charlotte,Zuniga,Charlotte Zuniga,83,94,93,62,92,98,94
1672,Luis,Knight,Luis Knight,98,83,93,73,100,82,81
1673,Matthew,Moore,Matthew Moore,91,88,88,91,85,95,88
1674,Jennifer,Chan,Jennifer Chan,82,84,93,89,88,76,98
1675,Christopher,Evans,Christopher Evans,77,86,62,85,72,98,90
1676,Tara,Haynes,Tara Haynes,95,98,76,61,87,72,100
1677,Jason,Flores,Jason Flores,80,76,71,62,92,99,77
1678,David,Flores,David Flores,89,79,97,61,64,79,72
1679,Patricia,Rivera,Patricia Rivera,69,87,91,82,86,77,80
1680,Alexis,Freeman,Alexis Freeman,76,72,58,66,66,62,60
1681,Scott,Baxter,Scott Baxter,85,97,95,97,98,84,94
1682,Kyle,Rubio,Kyle Rubio,79,100,72,89,68,99,76
1683,Nancy,Montes,Nancy Montes,85,76,63,62,74,82,96
1684,Andre,Graham,Andre Graham,78,69,87,93,83,94,75
1685,Christine,Rivera,Christine Rivera,62,91,86,88,80,62,75
1686,William,Holt,William Holt,93,86,61,71,98,79,87
1687,Tammy,Morris,Tammy Morris,94,76,100,60,80,94,61
1688,Kimberly,Bates,Kimberly Bates,95,83,94,83,75,99,75
1689,Sheena,Murphy,Sheena Murphy,81,67,93,65,87,84,79
1690,Robert,Mccall,Robert Mccall,87,100,60,99,45,73,86
1691,Julie,Floyd,Julie Floyd,55,86,54,78,55,60,88
1692,Barry,Taylor,Barry Taylor,77,71,68,53,70,72,69
1693,Dennis,Gonzalez,Dennis Gonzalez,82,79,60,80,65,64,71
1694,Angel,Williams,Angel Williams,81,97,88,81,63,88,67
1695,Ronald,Palmer,Ronald Palmer,99,70,86,61,70,90,66
1696,Dustin,Stanley,Dustin Stanley,87,77,64,84,84,94,80
1697,Jennifer,Lewis,Jennifer Lewis,94,62,100,87,91,89,93
1698,Mark,Gardner,Mark Gardner,98,92,91,89,95,92,90
1699,Laura,Barber,Laura Barber,97,89,76,61,91,91,70
1700,Nicole,Weeks,Nicole Weeks,83,81,70,90,73,89,87
1701,Ricky,Walker,Ricky Walker,92,92,92,66,90,68,66
1702,Whitney,Walls,Whitney Walls,100,74,80,84,85,82,74
1703,Catherine,May,Catherine May,86,69,79,85,63,82,77
1704,Joel,Williams,Joel Williams,48,80,73,67,84,99,83
1705,Daisy,Ellis,Daisy Ellis,69,56,71,84,52,71,88
1706,Deborah,Miller,Deborah Miller,73,84,97,64,87,82,70
1707,David,Hoffman,David Hoffman,82,81,78,95,60,88,72
1708,Rebecca,Pearson,Rebecca Pearson,90,96,89,88,94,73,77
1709,Mitchell,Walker,Mitchell Walker,85,66,61,85,75,94,76
1710,James,Sherman,James Sherman,82,73,64,95,87,73,99
1711,Justin,Johnson,Justin Johnson,80,61,96,89,96,61,80
1712,Brenda,Morales,Brenda Morales,41,53,98,67,61,83,97
1713,Jesse,Melton,Jesse Melton,99,93,88,92,99,94,95
1714,Jon,Mendoza,Jon Mendoza,95,95,92,61,63,81,100
1715,Samantha,Anderson,Samantha Anderson,76,69,100,88,65,96,70
1716,Lindsay,Love,Lindsay Love,91,92,81,98,88,76,99
1717,John,Benson,John Benson,98,75,69,65,67,79,72
1718,Isaiah,Cruz,Isaiah Cruz,90,71,93,73,80,78,69
1719,Brian,Baker,Brian Baker,85,68,73,94,88,86,77
1720,Joshua,Dillon,Joshua Dillon,100,97,94,87,89,91,100
1721,Christopher,Stephens,Christopher Stephens,77,81,80,95,80,74,80
1722,Kimberly,Shaw,Kimberly Shaw,92,98,60,74,63,89,80
1723,Colleen,Vargas,Colleen Vargas,53,87,60,94,93,65,88
1724,Mark,Mathews,Mark Mathews,79,74,78,97,87,85,79
1725,Teresa,Lopez,Teresa Lopez,85,89,72,80,99,94,90
1726,Laura,Allen,Laura Allen,99,85,60,81,75,78,78
1727,Lisa,Sosa,Lisa Sosa,99,91,73,77,81,75,90
1728,Drew,Nelson,Drew Nelson,65,68,74,50,98,60,83
1729,Kimberly,Brooks,Kimberly Brooks,94,83,72,63,65,63,74
1730,Carla,Lopez,Carla Lopez,73,52,89,85,74,66,79
1731,Keith,Smith,Keith Smith,85,76,61,93,98,87,67
1732,Eric,Erickson,Eric Erickson,87,82,74,77,100,93,65
1733,Juan,Baker,Juan Baker,77,58,90,72,75,88,90
1734,Kyle,Harrison,Kyle Harrison,85,60,92,92,85,62,84
1735,Duane,Meyers,Duane Meyers,91,69,90,76,79,80,82
1736,Marissa,May,Marissa May,86,96,83,78,71,78,75
1737,Shane,Lopez,Shane Lopez,78,80,72,65,90,99,95
1738,Eric,Obrien,Eric Obrien,71,92,92,96,81,81,85
1739,Kevin,Joyce,Kevin Joyce,72,85,92,83,84,96,81
1740,Thomas,Ward,Thomas Ward,88,92,88,100,89,94,87
1741,Toni,Smith,Toni Smith,68,100,94,69,93,64,93
1742,Caitlin,Moody,Caitlin Moody,81,75,94,93,87,77,67
1743,Justin,Ryan,Justin Ryan,92,69,92,91,82,89,69
1744,Joseph,Griffin,Joseph Griffin,84,64,82,81,85,84,89
1745,Dawn,Fox,Dawn Fox,89,60,82,90,96,67,68
1746,David,Ochoa,David Ochoa,94,66,84,92,71,81,99
1747,Bonnie,Brown,Bonnie Brown,64,89,91,99,60,98,93
1748,Michael,Evans,Michael Evans,81,88,85,90,93,62,96
1749,Molly,Meadows,Molly Meadows,80,93,89,79,89,93,100
1750,Dana,Peters,Dana Peters,75,65,66,79,91,82,72
1751,Patricia,Phelps,Patricia Phelps,87,90,98,90,83,94,84
1752,Maria,Jones,Maria Jones,58,50,73,54,94,51,74
1753,Anthony,Johns,Anthony Johns,60,90,87,91,78,77,82
1754,David,Schmidt,David Schmidt,91,70,88,68,88,63,68
1755,Amanda,Cox,Amanda Cox,95,97,89,97,99,85,92
1756,William,Patterson,William Patterson,70,100,92,73,67,68,76
1757,Sydney,Wood,Sydney Wood,76,100,94,81,60,85,73
1758,Donald,Fischer,Donald Fischer,79,65,78,65,57,99,92
1759,Anthony,Palmer,Anthony Palmer,92,96,92,63,73,60,81
1760,Christina,Garcia,Christina Garcia,89,73,71,97,78,99,60
1761,Misty,Anderson,Misty Anderson,85,95,77,71,75,95,94
1762,Shannon,Weber,Shannon Weber,92,66,88,91,61,84,69
1763,Jennifer,Palmer,Jennifer Palmer,87,63,79,81,95,75,64
1764,Michael,Arnold,Michael Arnold,77,77,97,66,87,73,75
1765,James,Hernandez,James Hernandez,73,56,59,62,58,83,80
1766,Erin,Cannon,Erin Cannon,91,85,81,93,100,87,77
1767,Nicole,Lee,Nicole Lee,76,96,89,83,78,54,61
1768,Jacob,Ross,Jacob Ross,86,70,94,96,74,67,60
1769,Morgan,Cisneros,Morgan Cisneros,81,77,88,92,65,92,87
1770,Amber,Stuart,Amber Stuart,98,88,88,89,90,90,90
1771,Tyler,Griffin,Tyler Griffin,88,67,96,70,66,76,71
1772,Daniel,Gonzalez,Daniel Gonzalez,85,83,94,100,89,68,89
1773,Joseph,Jones,Joseph Jones,90,89,96,94,100,88,85
1774,Jessica,Hampton,Jessica Hampton,97,83,93,67,85,63,66
1775,Deborah,Butler,Deborah Butler,78,84,71,93,78,78,87
1776,Julie,Black,Julie Black,53,98,90,81,61,65,93
1777,Bryan,Dorsey,Bryan Dorsey,77,53,92,98,56,53,93
1778,Chad,Gomez,Chad Gomez,97,88,94,75,66,91,64
1779,Andrew,Clark,Andrew Clark,88,100,58,59,96,64,87
1780,Brian,Wright,Brian Wright,98,67,80,68,80,88,85
1781,Jessica,Smith,Jessica Smith,92,78,78,85,94,94,73
1782,Thomas,Brooks,Thomas Brooks,92,92,74,96,95,77,76
1783,Kimberly,Knox,Kimberly Knox,86,99,87,88,99,89,86
1784,Jamie,Mccarthy,Jamie Mccarthy,91,69,97,76,97,81,86
1785,Kristen,Werner,Kristen Werner,92,75,100,78,32,84,69
1786,Jonathan,Weiss,Jonathan Weiss,82,75,93,67,69,65,74
1787,Renee,Smith,Renee Smith,99,81,92,86,65,99,79
1788,Tony,Hopkins,Tony Hopkins,95,90,65,84,86,88,94
1789,Thomas,Buckley,Thomas Buckley,100,93,99,65,72,79,88
1790,Debra,Evans,Debra Evans,79,86,84,84,63,82,94
1791,Richard,Bell,Richard Bell,80,95,96,96,94,84,93
1792,Katelyn,Watkins,Katelyn Watkins,93,81,88,90,89,95,81
1793,Michele,Stout,Michele Stout,95,75,79,79,93,85,71
1794,Lisa,Estes,Lisa Estes,81,92,76,81,73,92,63
1795,Casey,Hall,Casey Hall,75,88,63,64,84,74,72
1796,Joshua,Cole,Joshua Cole,80,69,70,60,71,60,89
1797,Andrew,Jackson,Andrew Jackson,52,81,62,77,74,91,92
1798,Karen,Rodriguez,Karen Rodriguez,95,94,82,87,93,93,90
1799,Sara,Johnson,Sara Johnson,99,70,97,93,87,90,88
1800,Alyssa,Costa,Alyssa Costa,85,87,68,74,74,85,68
1801,Daniel,Poole,Daniel Poole,96,89,86,84,64,60,66
1802,Ricardo,Juarez,Ricardo Juarez,91,63,86,81,90,98,63
1803,Tony,Castillo,Tony Castillo,89,82,76,92,97,66,60
1804,Brian,Kelly,Brian Kelly,98,87,96,89,100,85,91
1805,Tyler,Moore,Tyler Moore,100,82,72,97,74,75,81
1806,Sharon,Martinez,Sharon Martinez,75,71,68,91,79,62,94
1807,Mary,Malone,Mary Malone,74,63,74,63,78,90,83
1808,Rebecca,Huang,Rebecca Huang,85,99,87,85,91,88,90
1809,Alan,Santos,Alan Santos,86,87,97,92,85,99,86
1810,Martin,Duran,Martin Duran,91,71,99,96,85,79,74
1811,Christopher,Gutierrez,Christopher Gutierrez,90,76,100,73,90,64,86
1812,Brandy,Maldonado,Brandy Maldonado,91,91,92,95,98,91,85
1813,Brenda,Sanders,Brenda Sanders,80,83,93,81,95,87,61
1814,Drew,Mccann,Drew Mccann,95,89,92,87,95,86,93
1815,Joshua,Ayala,Joshua Ayala,94,97,69,81,100,68,68
1816,Tina,Rose,Tina Rose,54,55,50,100,77,61,78
1817,William,Khan,William Khan,87,80,85,60,96,81,83
1818,William,Avery,William Avery,100,75,72,79,61,94,82
1819,John,Fuller,John Fuller,93,99,72,79,83,87,73
1820,Jeremy,Coleman,Jeremy Coleman,99,70,89,86,92,65,64
1821,Laura,Wright,Laura Wright,99,99,90,63,63,77,60
1822,David,Luna,David Luna,76,80,89,74,61,86,93
1823,Christopher,Jensen,Christopher Jensen,92,100,83,74,73,66,83
1824,Luis,Little,Luis Little,100,93,88,98,99,89,95
1825,Joseph,Garcia,Joseph Garcia,89,97,77,90,93,87,90
1826,Michael,York,Michael York,97,81,71,77,90,86,80
1827,Debbie,Landry,Debbie Landry,99,63,97,90,99,99,100
1828,Michael,Gordon,Michael Gordon,100,63,96,95,92,76,88
1829,Melissa,Harris,Melissa Harris,86,87,72,66,94,78,94
1830,Jonathon,Wilson,Jonathon Wilson,77,99,94,81,80,87,98
1831,Margaret,Santos,Margaret Santos,86,96,67,76,74,66,69
1832,Hailey,Arroyo,Hailey Arroyo,75,64,98,65,88,65,71
1833,Steven,Webster,Steven Webster,94,93,92,67,61,85,94
1834,Tina,Harrison,Tina Harrison,94,88,87,97,93,86,94
1835,Andrew,Nunez,Andrew Nunez,89,92,75,85,65,81,69
1836,Renee,Cruz,Renee Cruz,89,73,96,84,96,98,77
1837,Victoria,Taylor,Victoria Taylor,89,82,83,62,66,86,90
1838,Joseph,Dixon,Joseph Dixon,81,78,82,83,63,85,75
1839,Heather,Gutierrez,Heather Gutierrez,93,73,67,100,63,92,86
1840,Cynthia,Hodges,Cynthia Hodges,79,95,70,92,63,57,67
1841,Danielle,Kelley,Danielle Kelley,97,86,72,81,85,70,72
1842,Michael,Mccall,Michael Mccall,78,66,92,61,98,76,99
1843,Dylan,Edwards,Dylan Edwards,83,60,95,68,33,62,73
1844,Franklin,Riley,Franklin Riley,86,95,61,96,89,99,84
1845,Caitlin,Duncan,Caitlin Duncan,87,78,74,75,95,69,99
1846,Robin,Reeves,Robin Reeves,81,82,69,94,88,95,84
1847,Rebecca,Gibbs,Rebecca Gibbs,83,73,83,66,93,68,89
1848,Peter,Santos,Peter Santos,81,85,91,94,97,93,65
1849,Daryl,Arnold,Daryl Arnold,65,95,89,96,78,85,80
1850,Michael,Davis,Michael Davis,83,91,76,71,82,82,79
1851,Leslie,Cox,Leslie Cox,98,79,87,86,98,85,85
1852,Jamie,Carter,Jamie Carter,83,84,91,84,85,91,92
1853,Shane,Payne,Shane Payne,85,60,85,76,90,75,93
1854,Kimberly,Haley,Kimberly Haley,68,66,82,63,91,67,89
1855,George,Duran,George Duran,86,82,60,65,83,69,78
1856,Donald,Carney,Donald Carney,83,87,87,80,81,79,98
1857,Michelle,Brown,Michelle Brown,92,92,99,87,100,88,97
1858,Elizabeth,Hawkins,Elizabeth Hawkins,91,66,91,62,70,87,90
1859,Johnny,Gomez,Johnny Gomez,53,95,87,60,68,74,68
1860,Christopher,Mcconnell,Christopher Mcconnell,73,85,80,64,69,95,64
1861,Kyle,Rodriguez,Kyle Rodriguez,97,95,91,97,96,90,67
1862,Rhonda,Cook,Rhonda Cook,91,97,72,62,86,78,72
1863,Nathan,Fitzpatrick,Nathan Fitzpatrick,91,65,75,60,93,79,82
1864,John,Mitchell,John Mitchell,81,72,87,84,97,94,89
1865,Billy,Compton,Billy Compton,92,99,100,64,100,65,99
1866,Richard,Chavez,Richard Chavez,85,53,95,76,61,88,82
1867,Victor,Andrade,Victor Andrade,83,60,80,92,84,60,70
1868,Gregory,Lee,Gregory Lee,92,85,78,87,64,79,74
1869,Alexandra,Blackburn,Alexandra Blackburn,80,88,94,60,65,63,91
1870,Kristopher,Murray,Kristopher Murray,87,81,69,82,70,62,66
1871,Wanda,Pearson,Wanda Pearson,88,61,95,91,99,64,90
1872,Denise,Rose,Denise Rose,41,83,54,87,97,65,69
1873,Andrew,Reed,Andrew Reed,87,93,88,97,91,88,88
1874,David,Castro,David Castro,89,95,97,99,87,90,91
1875,Tim,Duncan,Tim Duncan,89,53,77,96,76,63,90
1876,Joshua,Walker,Joshua Walker,53,97,81,86,71,87,78
1877,Julie,Rogers,Julie Rogers,92,88,99,92,89,66,76
1878,Gina,Gilbert,Gina Gilbert,85,84,66,66,78,98,69
1879,Miguel,Nicholson,Miguel Nicholson,89,67,93,83,65,94,67
1880,Daniel,Murray,Daniel Murray,98,92,82,56,71,79,89
1881,Lauren,Ellis,Lauren Ellis,66,52,71,76,67,72,60
1882,Bridget,Martin,Bridget Martin,90,96,95,80,93,95,67
1883,Maureen,Hart,Maureen Hart,84,93,74,76,95,90,64
1884,Sabrina,Davis,Sabrina Davis,88,81,73,70,60,95,68
1885,Richard,Davis,Richard Davis,66,61,97,61,60,61,98
1886,Angela,Koch,Angela Koch,86,63,82,61,96,98,83
1887,William,Smith,William Smith,60,72,66,95,67,78,94
1888,Catherine,Coffey,Catherine Coffey,41,59,69,70,100,65,72
1889,Christopher,Pace,Christopher Pace,94,62,66,95,66,64,62
1890,Rachel,Reeves,Rachel Reeves,64,69,79,89,72,64,82
1891,Jillian,Arroyo,Jillian Arroyo,99,97,87,93,79,83,94
1892,Patricia,Douglas,Patricia Douglas,46,53,92,71,90,76,81
1893,Brandon,Butler,Brandon Butler,89,87,81,67,93,98,68
1894,Erica,Valdez,Erica Valdez,83,79,87,66,78,93,82
1895,Alexis,Byrd,Alexis Byrd,51,55,87,51,77,87,65
1896,James,Simpson,James Simpson,79,90,82,92,70,60,80
1897,Robert,Campbell,Robert Campbell,97,73,64,95,71,68,78
1898,Nicole,Smith,Nicole Smith,100,68,85,85,62,63,92
1899,Patricia,Porter,Patricia Porter,70,99,60,79,71,79,75
1900,Brian,Chan,Brian Chan,70,66,90,74,100,96,81
1901,Katherine,Norman,Katherine Norman,67,80,86,98,83,82,76
1902,Pamela,Gomez,Pamela Gomez,71,95,72,88,89,78,67
1903,Amy,Morrow,Amy Morrow,87,64,68,60,81,75,67
1904,Luke,Hernandez,Luke Hernandez,80,79,94,74,83,83,61
1905,Roberto,Rodriguez,Roberto Rodriguez,94,80,72,90,60,78,94
1906,Carla,Jackson,Carla Jackson,83,91,82,93,71,80,85
1907,Aaron,Allen,Aaron Allen,63,69,57,60,80,92,62
1908,Wendy,Burch,Wendy Burch,93,78,72,66,73,76,68
1909,Sarah,Hansen,Sarah Hansen,94,100,95,92,95,88,88
1910,Amy,Dominguez,Amy Dominguez,99,75,87,76,95,99,67
1911,Mark,Jacobs,Mark Jacobs,82,98,100,100,100,64,87
1912,Melissa,Mendoza,Melissa Mendoza,95,82,100,60,77,95,80
1913,Bethany,Thomas,Bethany Thomas,55,92,59,78,61,83,60
1914,Michael,Webb,Michael Webb,90,90,82,64,75,82,93
1915,Gregory,Cole,Gregory Cole,46,77,90,78,66,76,86
1916,Jeffrey,Miller,Jeffrey Miller,91,100,98,96,66,87,65
1917,Rebecca,Castillo,Rebecca Castillo,72,100,78,100,98,92,97
1918,Amanda,Green,Amanda Green,79,87,98,87,99,94,88
1919,Joseph,Hess,Joseph Hess,85,90,96,95,95,88,90
1920,Kyle,Novak,Kyle Novak,100,87,85,90,92,99,94
1921,Kara,Coleman,Kara Coleman,96,70,65,63,97,97,98
1922,Daniel,Martin,Daniel Martin,85,96,71,67,98,92,91
1923,Andrea,Richards,Andrea Richards,90,82,98,61,92,67,80
1924,Sydney,Clay,Sydney Clay,94,96,94,99,67,98,67
1925,Jeremy,Tran,Jeremy Tran,98,85,100,94,93,92,94
1926,Michael,Hayden,Michael Hayden,62,54,77,60,74,62,76
1927,Antonio,Beasley,Antonio Beasley,63,97,80,84,90,63,64
1928,Michelle,Lopez,Michelle Lopez,72,95,71,74,84,97,66
1929,Catherine,Brooks,Catherine Brooks,94,90,79,69,100,72,98
1930,Anita,Gonzalez,Anita Gonzalez,99,84,94,76,62,79,67
1931,James,Hudson,James Hudson,81,91,85,64,82,90,94
1932,Alicia,Rodriguez,Alicia Rodriguez,61,100,85,99,65,79,86
1933,Tracy,Martinez,Tracy Martinez,68,95,76,97,91,78,71
1934,Christopher,Montgomery,Christopher Montgomery,64,74,79,72,74,65,95
1935,Sherri,Cruz,Sherri Cruz,66,94,67,79,64,89,75
1936,Elizabeth,Adams,Elizabeth Adams,100,95,72,77,66,68,76
1937,Melissa,Simmons,Melissa Simmons,74,86,70,94,71,70,63
1938,Carol,Ramos,Carol Ramos,96,66,76,71,94,72,86
1939,Michael,Adams,Michael Adams,90,92,95,88,88,85,92
1940,Michael,Wilson,Michael Wilson,92,86,61,78,56,68,85
1941,Matthew,Gonzalez,Matthew Gonzalez,99,78,99,88,96,96,90
1942,Lisa,Palmer,Lisa Palmer,63,68,91,82,90,86,75
1943,Andrew,Olson,Andrew Olson,98,88,81,65,59,84,87
1944,Jennifer,Johnson,Jennifer Johnson,87,61,62,66,67,81,65
1945,Benjamin,Marks,Benjamin Marks,96,96,80,93,82,65,70
1946,Christopher,Gonzales,Christopher Gonzales,80,98,99,90,64,86,93
1947,Melissa,Finley,Melissa Finley,80,77,96,64,93,62,86
1948,Tracy,Hendricks,Tracy Hendricks,91,79,70,94,77,83,81
1949,Steven,Ramsey,Steven Ramsey,91,96,78,70,50,50,69
1950,Pamela,Smith,Pamela Smith,83,70,72,65,63,88,94
1951,Vicki,Jackson,Vicki Jackson,89,89,69,87,69,97,79
1952,Anne,Malone,Anne Malone,81,73,99,72,100,90,64
1953,Danielle,Johnson,Danielle Johnson,97,85,86,99,96,90,88
1954,Willie,Miller,Willie Miller,93,91,61,68,83,82,63
1955,Andrea,Delgado,Andrea Delgado,99,86,83,80,69,96,88
1956,Melanie,Clark,Melanie Clark,95,97,68,79,63,88,63
1957,Jessica,Beasley,Jessica Beasley,100,92,87,94,85,97,100
1958,Cindy,Bradley,Cindy Bradley,62,67,85,97,98,62,73
1959,Dennis,Richardson,Dennis Richardson,88,71,99,74,76,97,87
1960,Peggy,Hoover,Peggy Hoover,75,100,100,82,63,84,82
1961,Peter,Rice,Peter Rice,87,91,97,82,79,69,62
1962,Sabrina,Perez,Sabrina Perez,85,60,61,75,83,87,65
1963,Michael,Parker,Michael Parker,88,98,94,96,96,89,92
1964,David,Calderon,David Calderon,86,93,91,94,93,88,86
1965,James,Gordon,James Gordon,68,65,95,88,62,87,62
1966,Jennifer,Leblanc,Jennifer Leblanc,67,54,71,50,55,51,66
1967,Paul,Bailey,Paul Bailey,82,69,92,85,59,87,83
1968,Tiffany,Smith,Tiffany Smith,86,88,71,65,86,69,84
1969,Victoria,Alvarez,Victoria Alvarez,95,91,64,65,60,84,99
1970,Willie,Elliott,Willie Elliott,72,82,76,69,67,92,87
1971,James,Bryant,James Bryant,99,87,67,91,36,76,64
1972,Kimberly,Swanson,Kimberly Swanson,75,88,71,80,65,85,60
1973,Beverly,Dawson,Beverly Dawson,77,80,86,87,98,98,88
1974,Lisa,Stewart,Lisa Stewart,95,97,84,97,75,92,92
1975,Dwayne,Sims,Dwayne Sims,77,97,88,89,74,95,64
1976,Ashley,Fleming,Ashley Fleming,90,74,92,67,83,73,89
1977,Lisa,Stafford,Lisa Stafford,74,59,82,51,91,96,94
1978,Kristin,Garcia,Kristin Garcia,56,66,87,64,95,89,76
1979,Eric,Adkins,Eric Adkins,72,69,91,69,53,73,95
1980,Allison,Henderson,Allison Henderson,87,86,83,80,90,90,61
1981,Alison,Palmer,Alison Palmer,80,81,96,92,100,91,87
1982,Shane,Parker,Shane Parker,98,72,64,68,76,84,72
1983,Debra,Gilbert,Debra Gilbert,83,91,69,74,98,86,76
1984,Mary,Jackson,Mary Jackson,92,77,91,79,98,77,87
1985,Joshua,Stuart,Joshua Stuart,79,68,64,68,97,78,84
1986,Benjamin,Williams,Benjamin Williams,72,81,89,92,88,87,82
1987,David,Frank,David Frank,89,74,94,87,92,82,79
1988,Holly,Erickson,Holly Erickson,97,91,61,75,95,61,89
1989,Charles,Miller,Charles Miller,66,63,95,76,71,99,73
1990,Samuel,Baker,Samuel Baker,77,86,97,85,77,88,93
1991,Anthony,Moore,Anthony Moore,98,63,64,82,64,96,79
1992,Charlotte,Rowe,Charlotte Rowe,88,96,79,70,95,90,99
1993,John,Peterson,John Peterson,79,83,76,99,100,84,71
1994,Shawn,Ochoa,Shawn Ochoa,92,92,91,95,88,94,93
1995,Steven,Lewis,Steven Lewis,76,62,90,82,93,71,61
1996,Alan,Reynolds,Alan Reynolds,83,77,84,73,75,84,82
1997,Thomas,Gilbert,Thomas Gilbert,89,65,73,80,87,67,73
1998,Madison,Cross,Madison Cross,97,85,63,93,68,94,78
1999,Brittany,Compton,Brittany Compton,51,96,72,89,95,88,75
2000,Natalie,Smith,Natalie Smith,82,99,91,69,83,93,100
,,, ,,,,,,,
